cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
912796SK6,2019-03-28T00:00:00,Bill,26-Week,2019-09-26T00:00:00,,,,2019-03-21T00:00:00,2019-03-25T00:00:00,2019,,,,,,69.260000,2,,Single-Price,2.390000,,,,,,,2.880000,,,,No,11:30 AM,11:00 AM,37070961000,3,110343815000,Yes,,,,625000000,1475000000,104995000000,Yes,996000000,996000000,,,No,,,2.415000,2.486000,98.779083,,,,14126036000,15943815000,None,2.360000,,,,,2019-03-28T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,933361300,Yes,39000000000,,,,26-Week,A_20190321_7.pdf,R_20190325_2.pdf,NCR_20190325_1.pdf,,98.779083,22319925000,92925000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000322300,112273176300,349481700,Yes,Bill,,,2019-03-25T11:33:17,A_20190321_7.xml,R_20190325_2.xml,,,,,
912796VC0,2019-03-26T00:00:00,Bill,8-Week,2019-05-21T00:00:00,,,,2019-03-19T00:00:00,2019-03-21T00:00:00,2019,,,,,,27.240000,2,,Single-Price,2.400000,,,,,,,2.890000,,,,No,11:30 AM,11:00 AM,34806302800,3,101106100000,Yes,,,,500000000,1400000000,84999000000,Yes,0,0,,,No,,,2.420000,2.470000,99.623556,,,,17279602800,21081100000,None,2.370000,,,,,2019-03-26T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,194189400,Yes,35000000000,,,,8-Week,A_20190319_1.pdf,R_20190321_1.pdf,NCR_20190321_2.pdf,,99.623556,17026700000,78625000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000492200,101300289400,103954400,Yes,Bill,,,2019-03-21T11:33:16,A_20190319_1.xml,R_20190321_1.xml,,,,,
912796SJ9,2019-03-21T00:00:00,Bill,26-Week,2019-09-19T00:00:00,,,,2019-03-14T00:00:00,2019-03-18T00:00:00,2019,,,,,,16.440000,2,,Single-Price,2.430000,,,,,,,2.860000,,,,No,11:30 AM,11:00 AM,37763886800,3,110259684000,Yes,,,,1065000000,1965000000,81000000000,Yes,381300000,381300000,,,No,,,2.450000,2.522000,98.761389,,,,13934216800,17564684000,None,2.390000,,,,,2019-03-21T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,855501600,Yes,39000000000,,,,26-Week,A_20190314_3.pdf,R_20190318_2.pdf,NCR_20190318_2.pdf,,98.761389,22764670000,90730000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000688400,111496485600,320353600,Yes,Bill,,,2019-03-18T11:32:49,A_20190314_3.xml,R_20190318_2.xml,,,,,
912796VB2,2019-03-19T00:00:00,Bill,8-Week,2019-05-14T00:00:00,,,,2019-03-12T00:00:00,2019-03-14T00:00:00,2019,,,,,,59.020000,2,,Single-Price,2.385000,,,,,,,3.090000,,,,No,11:30 AM,11:00 AM,34698828000,3,107770000000,Yes,,,,888530000,1800000000,79989000000,Yes,100000000,100000000,,,No,,,2.400000,2.449000,99.626667,,,,15527638000,18460000000,None,2.350000,,,,,2019-03-19T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,201379400,Yes,35000000000,,,,8-Week,A_20190312_2.pdf,R_20190314_1.pdf,NCR_20190314_2.pdf,,99.626667,18282660000,87510000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000207400,108071379400,108051400,Yes,Bill,,,2019-03-14T11:32:35,A_20190312_2.xml,R_20190314_1.xml,,,,,
9128286H8,2019-03-15T00:00:00,Note,3-Year,2022-03-15T00:00:00,2.375000,,,2019-03-07T00:00:00,2019-03-11T00:00:00,2019,2019-03-15T00:00:00,,,,,41.890000,2,,Single-Price,,,,,2.410000,No,,2.560000,,No,,No,01:00 PM,12:00 PM,37811102500,3,97175400000,Yes,912821BQ7,,,3557000000,5074000000,24001000000,Yes,86748500,86748500,Normal,2019-09-15T00:00:00,No,,,,,99.790084,,2.4480,,18728487500,28622400000,Semi-Annual,,,,,2.320000,2019-03-15T00:00:00,13300000000,5000000,13300000000,100,100,100,100,100,0,13300000000,102221100,Yes,38000000000,,,,3-Year,A_20190307_4.pdf,R_20190311_3.pdf,NCR_20190311_3.pdf,,99.790084,15525615000,63479000000,No,0-Month,3-Year,AK-2022,0,0,No,0,,11.8750,Yes,3-Year,,No,38000072100,97364369600,49670600,Yes,Note,,,2019-03-11T13:03:20,A_20190307_4.xml,R_20190311_3.xml,,,,,
912796VA4,2019-03-12T00:00:00,Bill,8-Week,2019-05-07T00:00:00,,,,2019-03-05T00:00:00,2019-03-07T00:00:00,2019,,,,,,65.390000,2,,Single-Price,2.390000,,,,,,,3.540000,,,,No,11:30 AM,11:00 AM,34715278000,3,123751717000,Yes,,,,1015390000,1900000000,79994000000,Yes,0,0,,,No,,,2.400000,2.449000,99.626667,,,,17921805500,35576717000,None,2.350000,,,,,2019-03-12T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,285664400,Yes,35000000000,,,,8-Week,A_20190305_2.pdf,R_20190307_2.pdf,NCR_20190307_2.pdf,,99.626667,15778082500,86275000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000942400,124037381400,145557700,Yes,Bill,,,2019-03-07T11:33:12,A_20190305_2.xml,R_20190307_2.xml,,,,,
912796SG5,2019-03-07T00:00:00,Bill,26-Week,2019-09-05T00:00:00,,,,2019-02-28T00:00:00,2019-03-04T00:00:00,2019,,,,,,0.900000,2,,Single-Price,2.440000,,,,,,,3.030000,,,,No,11:30 AM,11:00 AM,37873972000,3,116878653000,Yes,,,,1175675000,2100000000,81000000000,Yes,200000000,200000000,,,No,,,2.460000,2.532000,98.756333,,,,16769372000,26913653000,None,2.400000,,,,,2019-03-07T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,926697400,Yes,39000000000,,,,26-Week,A_20190228_2.pdf,R_20190304_2.pdf,NCR_20190304_2.pdf,,98.756333,19928925000,87865000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000669400,118005350400,399894900,Yes,Bill,,,2019-03-04T11:33:10,A_20190228_2.xml,R_20190304_2.xml,,,,,
912796UZ0,2019-03-05T00:00:00,Bill,8-Week,2019-04-30T00:00:00,,,,2019-02-26T00:00:00,2019-02-28T00:00:00,2019,,,,,,78.120000,2,,Single-Price,2.395000,,,,,,,3.020000,,,,No,11:30 AM,11:00 AM,33785054000,3,104314100000,Yes,,,,700000000,1550000000,80007000000,Yes,989000000,989000000,,,No,,,2.410000,2.459000,99.625111,,,,12922644000,16049100000,None,2.350000,,,,,2019-03-05T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,226025000,Yes,35000000000,,,,8-Week,A_20190226_1.pdf,R_20190228_1.pdf,NCR_20190228_2.pdf,,99.625111,20162410000,86715000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000079000,105529125000,123350000,Yes,Bill,,,2019-02-28T11:33:02,A_20190226_1.xml,R_20190228_1.xml,,,,,
912796SD2,2019-02-28T00:00:00,Bill,52-Week,2020-02-27T00:00:00,,,,2019-02-21T00:00:00,2019-02-26T00:00:00,2019,,,,,,14.470000,2,,Single-Price,2.450000,,,,,,,3.600000,,,,No,11:30 AM,11:00 AM,25047569400,3,92567850000,Yes,,,,1268087500,2225000000,106002000000,Yes,100000000,100000000,,,No,,,2.470000,2.552000,97.502556,,,,12637864900,21856850000,None,2.430000,,,,,2019-02-28T00:00:00,9100000000,5000000,9100000000,100,,100,100,100,0,9100000000,852561600,Yes,26000000000,,,,52-Week,A_20190221_3.pdf,R_20190226_1.pdf,NCR_20190226_1.pdf,BPD_SPL_20190226_2.pdf,97.502556,11141617000,68486000000,No,364-Day,52-Week,,0,0,No,0,,,,52-Week,,No,26000131000,93520411600,275043700,Yes,Bill,,,2019-02-26T18:46:31,A_20190221_3.xml,R_20190226_1.xml,,,,,
9128286F2,2019-02-28T00:00:00,Note,7-Year,2026-02-28T00:00:00,2.500000,,,2019-02-21T00:00:00,2019-02-26T00:00:00,2019,2019-02-28T00:00:00,,,,,47.520000,2,,Single-Price,,,,,2.500000,No,,2.600000,,No,,No,01:00 PM,12:00 PM,31983000200,3,83118645000,Yes,912821BP9,,,9090235200,11087400000,81578000000,Yes,0,0,Normal,2019-08-31T00:00:00,No,,,,,99.757691,,2.5380,,17646765000,22330245000,Semi-Annual,,,,,2.441000,2019-02-28T00:00:00,11200000000,5000000,11200000000,100,100,100,100,100,0,11200000000,17077400,Yes,32000000000,,,,7-Year,A_20190221_4.pdf,R_20190226_2.pdf,NCR_20190226_2.pdf,,99.757691,5246000000,49701000000,No,0-Month,7-Year,H-2026,1540024400,12529000000,No,1540024400,,12.5000,Yes,7-Year,,No,33540102000,84675746800,10361600,Yes,Note,,,2019-02-26T13:03:26,A_20190221_4.xml,R_20190226_2.xml,,,,,
912796SF7,2019-02-28T00:00:00,Bill,26-Week,2019-08-29T00:00:00,,,,2019-02-21T00:00:00,2019-02-25T00:00:00,2019,,,,,,94.160000,2,,Single-Price,2.440000,,,,,,,3.170000,,,,No,11:30 AM,11:00 AM,37085178000,3,121847010000,Yes,,,,1365000000,2365000000,106002000000,Yes,1000000000,1000000000,,,No,,,2.455000,2.520000,98.758861,,,,17631738000,26093010000,None,2.400000,,,,,2019-02-28T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,915410300,Yes,39000000000,,,,26-Week,A_20190221_6.pdf,R_20190225_2.pdf,NCR_20190225_2.pdf,"BPD_SPL_20190221_1.pdf, BPD_SPL_20190226_2.pdf",98.758861,18088440000,93389000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000588300,123762420300,312620900,Yes,Bill,,,2019-02-26T18:46:31,A_20190221_6.xml,R_20190225_2.xml,,,,,
9128286D7,2019-02-28T00:00:00,Note,2-Year,2021-02-28T00:00:00,2.500000,,,2019-02-21T00:00:00,2019-02-25T00:00:00,2019,2019-02-28T00:00:00,,,,,98.970000,2,,Single-Price,,,,,2.485000,No,,2.500000,,No,,No,11:30 AM,11:00 AM,39512863600,3,99693040000,Yes,912821BM6,,,8946000000,10446000000,81578000000,Yes,200000000,200000000,Normal,2019-08-31T00:00:00,No,,,,,99.994183,,2.5030,,15236073600,21029040000,Semi-Annual,,,,,2.400000,2019-02-28T00:00:00,14000000000,5000000,14000000000,100,100,100,100,100,0,14000000000,287190000,Yes,40000000000,,,,2-Year,A_20190221_5.pdf,R_20190225_1.pdf,NCR_20190225_1.pdf,"BPD_SPL_20190221_1.pdf, BPD_SPL_20190221_2.pdf",99.994183,15330790000,68218000000,No,0-Month,2-Year,AX-2021,1925030500,12529000000,No,1925030500,,12.5000,Yes,2-Year,,No,41925084100,102105260500,136348100,Yes,Note,,,2019-02-25T11:32:59,A_20190221_5.xml,R_20190225_1.xml,,,,,
9128286G0,2019-02-28T00:00:00,Note,5-Year,2024-02-29T00:00:00,2.375000,,,2019-02-21T00:00:00,2019-02-25T00:00:00,2019,2019-02-28T00:00:00,,,,,38.280000,2,,Single-Price,,,,,2.462000,No,,2.400000,,No,,No,01:00 PM,12:00 PM,40962936200,3,98537747400,Yes,912821BN4,,,9223000000,10998000000,81578000000,Yes,0,0,Normal,2019-08-31T00:00:00,No,,,,,99.467149,,2.4890,,23617487400,28651747400,Semi-Annual,,,,,2.370000,2019-02-28T00:00:00,14350000000,5000000,14350000000,100,100,100,100,100,0,14350000000,37063800,Yes,41000000000,,,,5-Year,A_20190221_2.pdf,R_20190225_3.pdf,NCR_20190225_4.pdf,"BPD_SPL_20190221_1.pdf, BPD_SPL_20190221_3.pdf",99.467149,8122448800,58888000000,No,0-Month,5-Year,V-2024,1973156300,12529000000,No,1973156300,,11.8750,Yes,5-Year,,No,42973156300,100547967500,23550800,Yes,Note,,,2019-02-25T13:03:08,A_20190221_2.xml,R_20190225_3.xml,,,,,
912810SG4,2019-02-28T00:00:00,Bond,30-Year,2049-02-15T00:00:00,1.000000,251.261750,251.635500,2019-02-14T00:00:00,2019-02-21T00:00:00,2019,2019-02-15T00:00:00,,,0.3585800000,97.4834900000,11.690000,2,,Single-Price,,,,,1.040000,Yes,2019-02-15T00:00:00,2.460000,,No,,No,01:00 PM,12:00 PM,7990077700,3,19650100000,Yes,912803FH1,1982-1984=100,,237000000,622000000,81578000000,Yes,0,0,Normal,2019-08-15T00:00:00,No,,,,,97.483490,,1.0930,0.998510,6554259400,8151100000,Semi-Annual,,,,,0.888000,2019-02-28T00:00:00,2800000000,5000000,2800000000,100,100,100,100,100,0,2800000000,9929300,Yes,8000000000,,,,30-Year,A_20190214_1.pdf,R_20190221_3.pdf,NCR_20190221_3.pdf,,97.483490,1198818300,10877000000,No,0-Month,30-Year,TIPS of February 2049,385006000,12529000000,No,385006000,,,Yes,30-Year,1.9870010390,Yes,8385013000,20045035300,7092300,Yes,TIPS,0.359120,97.628957,2019-02-21T13:02:49,A_20190214_1.xml,R_20190221_3.xml,,,,,
912796UY3,2019-02-26T00:00:00,Bill,8-Week,2019-04-23T00:00:00,,,,2019-02-19T00:00:00,2019-02-21T00:00:00,2019,,,,,,75.310000,2,,Single-Price,2.390000,,,,,,,3.170000,,,,No,11:30 AM,11:00 AM,34680618000,3,110552375000,Yes,,,,650000000,1550000000,74998000000,Yes,100000000,100000000,,,No,,,2.400000,2.442000,99.626667,,,,16672328000,22487375000,None,2.370000,,,,,2019-02-26T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,220250800,Yes,35000000000,,,,8-Week,A_20190219_1.pdf,R_20190221_2.pdf,NCR_20190221_2.pdf,,99.626667,17358290000,86515000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000868800,110872625800,109819300,Yes,Bill,,,2019-02-21T11:32:48,A_20190219_1.xml,R_20190221_2.xml,,,,,
912796SE0,2019-02-21T00:00:00,Bill,26-Week,2019-08-22T00:00:00,,,,2019-02-14T00:00:00,2019-02-19T00:00:00,2019,,,,,,13.820000,2,,Single-Price,2.430000,,,,,,,3.080000,,,,No,11:30 AM,11:00 AM,37583033400,3,118710038400,Yes,,,,1163820000,2000000000,87005000000,Yes,400000000,400000000,,,No,,,2.455000,2.520000,98.758861,,,,15535988400,23075038400,None,2.400000,,,,,2019-02-21T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,1017065900,Yes,39000000000,,,,26-Week,A_20190214_4.pdf,R_20190219_1.pdf,NCR_20190219_1.pdf,,98.758861,20883225000,93635000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000099300,120127104300,375353300,Yes,Bill,,,2019-02-19T11:33:21,A_20190214_4.xml,R_20190219_1.xml,,,,,
912796UX5,2019-02-19T00:00:00,Bill,8-Week,2019-04-16T00:00:00,,,,2019-02-12T00:00:00,2019-02-14T00:00:00,2019,,,,,,0.910000,2,,Single-Price,2.380000,,,,,,,2.950000,,,,No,11:30 AM,11:00 AM,34552362200,3,102953081000,Yes,,,,975910000,1825000000,69997000000,Yes,200000000,200000000,,,No,,,2.400000,2.442000,99.626667,,,,15081862200,19628081000,None,2.350000,,,,,2019-02-19T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,247703700,Yes,35000000000,,,,8-Week,A_20190212_1.pdf,R_20190214_1.pdf,NCR_20190214_1.pdf,,99.626667,18494590000,81500000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000065900,103400784700,132474700,Yes,Bill,,,2019-02-14T11:32:58,A_20190212_1.xml,R_20190214_1.xml,,,,,
912810SF6,2019-02-15T00:00:00,Bond,30-Year,2049-02-15T00:00:00,3.000000,,,2019-01-30T00:00:00,2019-02-07T00:00:00,2019,2019-02-15T00:00:00,,,,,29.240000,2,,Single-Price,,,,,2.972000,No,,2.270000,,No,,No,01:00 PM,12:00 PM,18992283200,3,43048970000,Yes,912803FG3,,,3229100000,3999100000,54129000000,Yes,0,0,Normal,2019-08-15T00:00:00,No,,,,,99.568039,,3.0220,,10702873200,12520870000,Semi-Annual,,,,,2.588000,2019-02-15T00:00:00,6650000000,5000000,6650000000,100,100,100,100,100,0,6650000000,7729900,Yes,19000000000,,,,30-Year,A_20190130_3.pdf,R_20190207_3.pdf,NCR_20190207_3.pdf,,99.568039,5060310000,26529000000,No,0-Month,30-Year,Bonds of February 2049,4575618500,43523000000,No,4575618500,,15.0000,Yes,30-Year,,No,23575631600,47632318400,6270900,Yes,Bond,,,2019-02-07T13:02:55,A_20190130_3.xml,R_20190207_3.xml,,,,,
912796UW7,2019-02-12T00:00:00,Bill,8-Week,2019-04-09T00:00:00,,,,2019-02-05T00:00:00,2019-02-07T00:00:00,2019,,,,,,57.450000,2,,Single-Price,2.370000,,,,,,,3.210000,,,,No,11:30 AM,11:00 AM,34774315000,3,112083000000,Yes,,,,1050000000,2050000000,70003000000,Yes,0,0,,,No,,,2.385000,2.427000,99.629000,,,,13921190000,20748000000,None,2.330000,,,,,2019-02-12T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,226131400,Yes,35000000000,,,,8-Week,A_20190205_1.pdf,R_20190207_1.pdf,NCR_20190207_2.pdf,,99.629000,19803125000,89285000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000446400,112309131400,125777400,Yes,Bill,,,2019-02-07T11:32:45,A_20190205_1.xml,R_20190207_1.xml,,,,,
9128286B1,2019-02-15T00:00:00,Note,10-Year,2029-02-15T00:00:00,2.625000,,,2019-01-30T00:00:00,2019-02-06T00:00:00,2019,2019-02-15T00:00:00,,,,,50.520000,2,,Single-Price,,,,,2.640000,No,,2.350000,,No,,No,01:00 PM,12:00 PM,26969069000,3,63393605000,Yes,912821BL8,,,3286000000,4336000000,54129000000,Yes,0,0,Normal,2019-08-15T00:00:00,No,,,,,99.442089,,2.6890,,16034659000,18607605000,Semi-Annual,,,,,2.585000,2019-02-15T00:00:00,9450000000,5000000,9450000000,100,100,100,100,100,0,9450000000,30936400,Yes,27000000000,,,,10-Year,A_20190130_1.pdf,R_20190206_2.pdf,NCR_20190206_2.pdf,,99.442089,7648410000,40450000000,No,0-Month,10-Year,B-2029,6502194700,43523000000,No,6502194700,,13.1250,Yes,10-Year,,No,33502200100,69926736100,17703400,Yes,Note,,,2019-02-06T13:02:45,A_20190130_1.xml,R_20190206_2.xml,,,,,
912796XJ3,2019-02-11T00:00:00,Bill,18-Day,2019-03-01T00:00:00,,,,2019-01-31T00:00:00,2019-02-06T00:00:00,2019,,,,,,78.560000,2,,Single-Price,2.380000,,,,,,,3.000000,,,,Yes,11:30 AM,11:00 AM,49988068000,3,150094300000,Yes,,,,1200000000,2050000000,,Yes,0,0,,,No,,,2.395000,2.431000,99.880250,,,,23247268000,39378300000,None,2.300000,,,,,2019-02-11T00:00:00,17500000000,5000000,17500000000,100,,100,100,100,0,17500000000,12226000,Yes,50000000000,,,,18-Day,A_20190131_1.pdf,R_20190206_1.pdf,NCR_20190206_1.pdf,,99.880250,25540800000,108666000000,No,18-Day,0-Week,,0,0,No,0,,,,,,No,50000294000,150106526000,0,No,CMB,,,2019-02-06T11:32:39,A_20190131_1.xml,R_20190206_1.xml,,,,,
9128286C9,2019-02-15T00:00:00,Note,3-Year,2022-02-15T00:00:00,2.500000,,,2019-01-30T00:00:00,2019-02-05T00:00:00,2019,2019-02-15T00:00:00,,,,,59.780000,2,,Single-Price,,,,,2.474000,No,,2.550000,,No,,No,01:00 PM,12:00 PM,37820750000,3,96845500000,Yes,912821BK0,,,6980000000,8880000000,54129000000,Yes,100000000,100000000,Normal,2019-08-15T00:00:00,No,,,,,99.994254,,2.5020,,17279500000,22967500000,Semi-Annual,,,,,2.400000,2019-02-15T00:00:00,13300000000,5000000,13300000000,100,100,100,100,100,0,13300000000,79305600,Yes,38000000000,,,,3-Year,A_20190130_2.pdf,R_20190205_1.pdf,NCR_20190205_1.pdf,BPD_SPL_20190130_1.pdf,99.994254,13561250000,64998000000,No,0-Month,3-Year,AJ-2022,9151237200,43523000000,No,9151237200,,12.5000,Yes,3-Year,,No,47151292800,106176042800,38846100,Yes,Note,,,2019-02-05T13:03:26,A_20190130_2.xml,R_20190205_1.xml,,,,,
912796SC4,2019-02-07T00:00:00,Bill,26-Week,2019-08-08T00:00:00,,,,2019-01-31T00:00:00,2019-02-04T00:00:00,2019,,,,,,46.410000,2,,Single-Price,2.400000,,,,,,,2.660000,,,,No,11:30 AM,11:00 AM,37756437600,3,102574595100,Yes,,,,1320000000,2070000000,90002000000,Yes,200000000,200000000,,,No,,,2.440000,2.505000,98.766444,,,,11509845100,12849595100,None,2.370000,,,,,2019-02-07T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,1043772200,Yes,39000000000,,,,26-Week,A_20190131_3.pdf,R_20190204_1.pdf,NCR_20190204_1.pdf,,98.766444,24926592500,87655000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000209800,103818367300,428246700,Yes,Bill,,,2019-02-04T11:33:11,A_20190131_3.xml,R_20190204_1.xml,,,,,
912796UV9,2019-02-05T00:00:00,Bill,8-Week,2019-04-02T00:00:00,,,,2019-01-29T00:00:00,2019-01-31T00:00:00,2019,,,,,,16.830000,2,,Single-Price,2.370000,,,,,,,2.690000,,,,No,11:30 AM,11:00 AM,34686687500,3,93740000000,Yes,,,,750000000,1500000000,70010000000,Yes,100000000,100000000,,,No,,,2.400000,2.442000,99.626667,,,,8590000000,8590000000,None,2.320000,,,,,2019-02-05T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,0,12250000000,213416100,Yes,35000000000,,,,8-Week,A_20190129_2.pdf,R_20190131_1.pdf,NCR_20190131_2.pdf,,99.626667,25346687500,83650000000,No,56-Day,8-Week,,0,0,No,0,,,,8-Week,,No,35000103600,94053416100,123542100,Yes,Bill,,,2019-01-31T11:33:06,A_20190129_2.xml,R_20190131_1.xml,,,,,
912796RY7,2019-01-31T00:00:00,Bill,52-Week,2020-01-30T00:00:00,,,,2019-01-24T00:00:00,2019-01-29T00:00:00,2019,,,,,,83.610000,2,,Single-Price,2.500000,,,,,,,3.160000,,,,No,11:30 AM,11:00 AM,24839671000,3,80906376000,Yes,,,,1375000000,2305000000,109998000000,Yes,300000000,300000000,,,No,,,2.515000,2.600000,97.457056,,,,9062596000,14906376000,None,2.450000,,,,,2019-01-31T00:00:00,9100000000,5000000,9100000000,100,,100,100,100,0,9100000000,860329000,Yes,26000000000,,,,52-Week,A_20190124_6.pdf,R_20190129_2.pdf,NCR_20190129_1.pdf,,97.457056,14402075000,63695000000,No,364-Day,52-Week,,0,0,No,0,,,,52-Week,,No,26000000000,82066705000,324482000,Yes,Bill,,,2019-01-29T11:33:00,A_20190124_6.xml,R_20190129_2.xml,,,,,
9128285Y2,2019-01-31T00:00:00,Note,2-Year,2021-01-31T00:00:00,,,,2019-01-24T00:00:00,2019-01-29T00:00:00,2019,2019-01-31T00:00:00,,,,,52.480000,2,,Single-Price,,,,0.105000,,No,,2.890000,,No,,No,11:30 AM,11:00 AM,19970680000,3,57799200000,Yes,,,,50000000,750000000,121531000000,Yes,5000000,5000000,Normal,2019-04-30T00:00:00,Yes,2019-01-22T00:00:00,2.390000,,,100.000000,0.115000,,,9518440000,10669200000,Quarterly,,,,0.060000,,2019-01-31T00:00:00,7000000000,5000000,7000000000,100,,100,100,100,0,7000000000,24501600,Yes,20000000000,,,,2-Year,A_20190124_1.pdf,R_20190129_1.pdf,NCR_20190129_2.pdf,,100.000000,10402240000,46380000000,No,0-Month,2-Year,AW-2021,0,14191000000,No,0,0.1150,,No,2-Year,,No,20000181600,57828701600,6978600,Yes,FRN,,,2019-01-29T11:33:00,A_20190124_1.xml,R_20190129_1.xml,,,,,
9128286A3,2019-01-31T00:00:00,Note,7-Year,2026-01-31T00:00:00,2.625000,,,2019-01-24T00:00:00,2019-01-29T00:00:00,2019,2019-01-31T00:00:00,,,,,1.310000,2,,Single-Price,,,,,2.580000,No,,2.540000,,No,,No,01:00 PM,12:00 PM,31985843200,3,81147680000,Yes,912821BJ3,,,7966555000,9490900000,121531000000,Yes,0,0,Normal,2019-07-31T00:00:00,No,,,,,100.000000,,2.6250,,18636886700,23276780000,Semi-Annual,,,,,2.500000,2019-01-31T00:00:00,11200000000,5000000,11200000000,100,100,100,100,100,0,11200000000,14263000,Yes,32000000000,,,,7-Year,A_20190124_3.pdf,R_20190129_3.pdf,NCR_20190129_3.pdf,,100.000000,5382401500,48380000000,No,0-Month,7-Year,G-2026,0,14191000000,No,0,,13.1250,Yes,7-Year,,No,32000106200,81161943000,8468000,Yes,Note,,,2019-01-29T13:03:04,A_20190124_3.xml,R_20190129_3.xml,,,,,
912796SB6,2019-01-31T00:00:00,Bill,26-Week,2019-08-01T00:00:00,,,,2019-01-24T00:00:00,2019-01-28T00:00:00,2019,,,,,,40.890000,2,,Single-Price,2.435000,,,,,,,3.090000,,,,No,11:30 AM,11:00 AM,37072119600,3,118396680600,Yes,,,,4095000000,4995000000,109998000000,Yes,1000000000,1000000000,,,No,,,2.450000,2.515000,98.761389,,,,16475016600,20781680600,None,2.400000,,,,,2019-01-31T00:00:00,13650000000,5000000,13650000000,100,,100,100,100,0,13650000000,928335100,Yes,39000000000,,,,26-Week,A_20190124_2.pdf,R_20190128_1.pdf,NCR_20190128_1.pdf,BPD_SPL_20190124_1.pdf,98.761389,16502103000,92620000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,39000454700,120325015700,368218300,Yes,Bill,,,2019-01-28T11:33:06,A_20190124_2.xml,R_20190128_1.xml,,,,,
