article_id,date,is_fiscal,is_tariff,is_trade
1856467196,2017-01-09,True,False,False
1856467002,2017-01-09,False,False,False
1856468523,2017-01-09,False,False,False
1856468520,2017-01-09,True,False,True
1856563134,2017-01-09,False,False,False
1856467039,2017-01-09,False,False,False
1856467036,2017-01-09,False,False,False
1856467031,2017-01-09,True,True,False
1856465739,2017-01-09,False,False,False
1856771326,2017-01-10,False,False,False
1856771501,2017-01-10,True,False,False
1856772043,2017-01-10,True,False,False
1856772109,2017-01-10,False,False,False
1856790273,2017-01-10,False,False,False
1856790496,2017-01-10,True,False,False
1856790449,2017-01-10,True,False,False
1856790039,2017-01-10,False,False,False
1856794536,2017-01-10,False,False,False
1856790189,2017-01-10,False,False,False
1856790558,2017-01-10,False,False,False
1856844043,2017-01-10,False,False,False
1856826909,2017-01-10,False,False,False
1856796842,2017-01-10,True,False,False
1856796874,2017-01-10,True,True,True
1856796903,2017-01-10,True,True,False
1856797004,2017-01-10,False,False,False
1856826772,2017-01-10,False,False,False
1856826878,2017-01-10,False,False,False
1856826894,2017-01-10,False,False,False
1856794360,2017-01-10,False,False,False
1856826929,2017-01-10,False,True,True
1857189191,2017-01-11,False,False,False
1857189189,2017-01-11,False,False,False
1857189114,2017-01-11,True,True,True
1857189317,2017-01-11,False,False,False
1857174074,2017-01-11,True,False,False
1857189575,2017-01-11,False,True,False
1857177629,2017-01-11,True,False,False
1857189453,2017-01-11,False,False,False
1857130259,2017-01-11,False,False,False
1857193400,2017-01-11,False,False,False
1857193601,2017-01-11,False,False,False
1857193641,2017-01-11,False,False,False
1857204543,2017-01-11,True,False,False
1857307821,2017-01-11,False,False,False
1857307832,2017-01-11,True,False,False
1857307961,2017-01-11,False,False,False
1857333670,2017-01-11,False,False,False
1857204688,2017-01-11,True,False,False
1857566044,2017-01-12,False,False,False
1857565914,2017-01-12,False,False,False
1857565675,2017-01-12,False,False,False
1857565154,2017-01-12,True,False,False
1857566139,2017-01-12,False,False,False
1857518495,2017-01-12,True,False,False
1857518491,2017-01-12,False,False,False
1857566300,2017-01-12,False,False,False
1857563904,2017-01-12,False,False,False
1857518517,2017-01-12,False,False,False
1857566157,2017-01-12,True,False,False
1857567212,2017-01-12,False,False,False
1857566459,2017-01-12,True,False,False
1857567319,2017-01-12,True,False,False
1857567053,2017-01-12,True,True,True
1857567581,2017-01-12,False,False,False
1857567579,2017-01-12,True,False,False
1857567576,2017-01-12,False,False,False
1857610246,2017-01-12,False,False,False
1857567301,2017-01-12,True,True,True
1857567279,2017-01-12,False,False,False
1857567265,2017-01-12,False,False,False
1857565711,2017-01-12,False,False,False
1857990231,2017-01-13,False,False,False
1857987894,2017-01-13,True,False,True
1857987895,2017-01-13,False,False,False
1857987899,2017-01-13,False,False,False
1857988810,2017-01-13,False,False,False
1857988848,2017-01-13,True,False,False
1857989777,2017-01-13,False,False,False
1857989969,2017-01-13,False,False,False
1857990198,2017-01-13,False,False,False
1857987889,2017-01-13,False,False,False
1857988781,2017-01-13,False,False,False
1858624454,2017-01-13,False,False,False
1858624379,2017-01-13,False,False,False
1857990406,2017-01-13,False,True,False
1858624480,2017-01-13,False,False,False
1858624389,2017-01-13,False,False,False
1857989931,2017-01-13,False,False,False
1857990418,2017-01-13,True,True,True
1857990416,2017-01-13,False,False,False
1857990484,2017-01-13,True,False,False
1857990409,2017-01-13,False,False,False
1857990398,2017-01-13,False,False,False
1858228916,2017-01-14,False,False,False
1858228920,2017-01-14,False,False,False
1858228893,2017-01-14,False,False,False
1858228939,2017-01-14,True,False,False
1858228357,2017-01-14,True,False,False
1858228945,2017-01-14,False,False,False
1858228855,2017-01-14,False,False,False
1858228942,2017-01-14,False,True,False
1858228887,2017-01-14,False,False,False
1858228947,2017-01-14,False,False,False
1858228955,2017-01-14,False,False,False
1858228961,2017-01-14,True,False,False
1858228988,2017-01-14,False,False,False
1858229457,2017-01-14,False,False,False
1858229394,2017-01-14,False,False,False
1858229531,2017-01-14,False,False,False
1858229794,2017-01-14,False,False,False
1858228948,2017-01-14,False,False,False
1858834940,2017-01-17,False,False,False
1858835369,2017-01-17,False,False,False
1858836111,2017-01-17,False,False,False
1858836118,2017-01-17,False,False,False
1858836121,2017-01-17,False,False,False
1858836123,2017-01-17,False,False,False
1859410111,2017-01-17,False,False,False
1858836126,2017-01-17,False,False,False
1859409671,2017-01-17,True,False,False
1858834972,2017-01-17,True,False,False
1859410154,2017-01-17,False,True,True
1858836120,2017-01-17,False,False,False
1858836125,2017-01-17,False,False,False
1858835104,2017-01-17,False,False,False
1858834985,2017-01-17,True,False,False
1858835830,2017-01-17,False,False,False
1858835827,2017-01-17,True,False,False
1858835330,2017-01-17,False,False,False
1858835856,2017-01-17,False,True,False
1858836101,2017-01-17,True,False,False
1858836096,2017-01-17,False,False,False
1858835805,2017-01-17,False,False,False
1858836098,2017-01-17,True,False,False
1858835378,2017-01-17,False,False,False
1858835353,2017-01-17,False,False,False
1858835364,2017-01-17,False,False,False
1858835360,2017-01-17,False,False,False
1858835340,2017-01-17,False,False,False
1858836094,2017-01-17,True,False,False
1859426943,2017-01-18,False,False,False
1859426898,2017-01-18,True,False,False
1859427030,2017-01-18,False,False,False
1859427017,2017-01-18,False,False,False
1859428326,2017-01-18,True,False,False
1859428083,2017-01-18,False,False,False
1859428128,2017-01-18,False,False,False
1859428163,2017-01-18,False,False,False
1859428263,2017-01-18,False,False,False
1859426884,2017-01-18,True,False,False
1859428324,2017-01-18,True,False,False
1859426930,2017-01-18,True,False,False
1859428331,2017-01-18,False,False,False
1859430073,2017-01-18,True,True,False
1859428431,2017-01-18,False,False,False
1859430218,2017-01-18,False,False,False
1859430102,2017-01-18,False,False,False
1859430405,2017-01-18,False,False,False
1859430032,2017-01-18,False,False,False
1859429614,2017-01-18,False,False,False
1859429583,2017-01-18,True,False,False
1859429470,2017-01-18,False,False,False
1859428437,2017-01-18,True,False,False
1859707141,2017-01-19,False,False,False
1859708608,2017-01-19,True,False,False
1859707690,2017-01-19,False,False,False
1859707714,2017-01-19,False,False,False
1859708333,2017-01-19,False,False,False
1859708065,2017-01-19,True,False,False
1859708121,2017-01-19,False,False,False
1859708277,2017-01-19,False,True,False
1859708551,2017-01-19,False,False,False
1859707849,2017-01-19,False,False,False
1859707626,2017-01-19,False,False,False
1859707535,2017-01-19,False,False,False
1859707670,2017-01-19,False,False,False
1859776097,2017-01-19,False,False,False
1859709059,2017-01-19,True,False,False
1859709080,2017-01-19,True,False,False
1859709104,2017-01-19,False,False,False
1859709106,2017-01-19,True,False,False
1859776095,2017-01-19,False,False,False
1859709085,2017-01-19,False,True,False
1859776102,2017-01-19,False,False,False
1859776109,2017-01-19,False,False,False
1859776114,2017-01-19,False,False,False
1859709079,2017-01-19,False,False,False
1859776100,2017-01-19,True,False,False
1860022800,2017-01-20,True,False,False
1860021116,2017-01-20,False,True,False
1860021426,2017-01-20,False,False,False
1860022769,2017-01-20,False,False,False
1860022782,2017-01-20,False,False,False
1860022793,2017-01-20,False,False,False
1860022795,2017-01-20,True,False,False
1860028273,2017-01-20,True,True,False
1860035040,2017-01-20,False,False,False
1860034876,2017-01-20,False,False,False
1860034964,2017-01-20,False,False,False
1860035010,2017-01-20,False,False,False
1860035061,2017-01-20,True,False,False
1860081753,2017-01-20,False,False,False
1860034948,2017-01-20,True,False,False
1860022801,2017-01-20,False,False,False
1860267295,2017-01-21,False,False,False
1860267280,2017-01-21,False,True,False
1860267281,2017-01-21,True,False,False
1860267483,2017-01-21,True,True,False
1860267446,2017-01-21,False,False,False
1860267496,2017-01-21,False,True,True
1860269428,2017-01-21,True,True,True
1861345888,2017-01-21,False,False,False
1861345964,2017-01-21,False,False,False
1860267485,2017-01-21,False,False,False
1860632329,2017-01-23,False,False,False
1860632241,2017-01-23,False,False,False
1860632277,2017-01-23,True,False,False
1860632299,2017-01-23,False,False,False
1860632315,2017-01-23,False,False,False
1860632322,2017-01-23,False,False,False
1860632327,2017-01-23,False,False,False
1860631870,2017-01-23,False,False,False
1860632337,2017-01-23,False,False,False
1860632446,2017-01-23,False,True,False
1860632379,2017-01-23,False,False,False
1860700547,2017-01-23,False,False,False
1860632443,2017-01-23,False,False,False
1860632393,2017-01-23,False,False,False
1860632397,2017-01-23,False,False,False
1860632380,2017-01-23,False,True,False
1860950083,2017-01-24,False,False,False
1860949876,2017-01-24,True,False,True
1860948176,2017-01-24,False,False,False
1860950178,2017-01-24,True,False,True
1860947998,2017-01-24,False,False,False
1860947548,2017-01-24,False,False,False
1860950085,2017-01-24,True,False,False
1860948047,2017-01-24,False,False,False
1860950176,2017-01-24,False,False,False
1861033229,2017-01-24,False,False,False
1860950323,2017-01-24,False,False,False
1860950088,2017-01-24,False,False,False
1860950800,2017-01-24,False,False,False
1860950836,2017-01-24,False,False,False
1860950729,2017-01-24,False,False,False
1860950326,2017-01-24,True,False,False
1861044759,2017-01-24,True,False,False
1860950838,2017-01-24,True,False,True
1860950925,2017-01-24,False,False,True
1861298218,2017-01-25,False,False,False
1861298111,2017-01-25,False,False,False
1861298095,2017-01-25,False,False,False
1861297975,2017-01-25,False,False,False
1861297958,2017-01-25,False,False,False
1861297944,2017-01-25,False,False,False
1861297887,2017-01-25,False,False,False
1861297866,2017-01-25,False,False,True
1861298196,2017-01-25,False,False,False
1861289314,2017-01-25,False,False,False
1861298222,2017-01-25,False,True,False
1861289476,2017-01-25,False,False,False
1861345875,2017-01-25,False,False,False
1861345995,2017-01-25,True,False,False
1861345747,2017-01-25,True,False,False
1861345748,2017-01-25,True,True,True
1861346024,2017-01-25,True,False,False
1861346090,2017-01-25,False,False,False
1861345997,2017-01-25,False,False,False
1861346010,2017-01-25,False,False,False
1861765735,2017-01-26,False,False,False
1861765919,2017-01-26,False,True,True
1861746085,2017-01-26,False,False,False
1861761350,2017-01-26,False,False,False
1861761574,2017-01-26,True,False,False
1861763310,2017-01-26,False,False,False
1861765875,2017-01-26,False,False,False
1861765915,2017-01-26,False,True,False
1861766347,2017-01-26,False,True,False
1861782918,2017-01-26,False,False,False
1861783334,2017-01-26,False,True,False
1861784146,2017-01-26,False,False,False
1861784273,2017-01-26,False,False,False
1861784811,2017-01-26,True,True,True
1861766351,2017-01-26,True,True,False
1861766350,2017-01-26,True,True,False
1862036460,2017-01-27,True,False,False
1862036445,2017-01-27,False,False,False
1862036339,2017-01-27,False,False,False
1862036276,2017-01-27,False,False,False
1862034566,2017-01-27,False,False,False
1862034308,2017-01-27,False,False,False
1862034302,2017-01-27,True,False,False
1862034336,2017-01-27,False,False,False
1862034326,2017-01-27,False,False,False
1862036630,2017-01-27,False,False,False
1862034487,2017-01-27,False,False,False
1862036497,2017-01-27,False,True,False
1862108722,2017-01-27,True,False,False
1862036670,2017-01-27,True,False,False
1862108726,2017-01-27,False,False,False
1862114618,2017-01-27,True,False,False
1862108744,2017-01-27,True,True,True
1862108727,2017-01-27,True,False,False
1862114607,2017-01-27,True,True,False
1862108721,2017-01-27,False,False,False
1862036766,2017-01-27,True,True,True
1862036750,2017-01-27,False,False,False
1862036711,2017-01-27,True,False,False
1862034515,2017-01-27,False,False,True
1862230935,2017-01-28,False,False,True
1862230738,2017-01-28,True,False,False
1862230746,2017-01-28,False,False,False
1862230915,2017-01-28,False,True,False
1862230720,2017-01-28,False,False,False
1862230921,2017-01-28,True,True,False
1862230924,2017-01-28,False,False,False
1862230929,2017-01-28,False,False,False
1862230917,2017-01-28,False,True,True
1862230726,2017-01-28,False,False,False
1862230930,2017-01-28,True,False,False
1862230920,2017-01-28,False,False,False
1862230936,2017-01-28,True,False,False
1862230943,2017-01-28,False,False,False
1862231233,2017-01-28,False,False,False
1862231234,2017-01-28,False,False,False
1862230914,2017-01-28,False,False,False
1862722829,2017-01-28,False,False,True
1862230944,2017-01-28,False,False,False
1862231541,2017-01-28,False,False,False
1862231990,2017-01-28,False,False,False
1862230939,2017-01-28,False,False,False
1862231236,2017-01-28,False,False,False
1862231412,2017-01-28,False,False,False
1862642326,2017-01-30,True,False,False
1862642277,2017-01-30,True,True,False
1862642293,2017-01-30,False,False,False
1862642297,2017-01-30,False,True,False
1862642298,2017-01-30,False,False,False
1862642302,2017-01-30,False,True,False
1862642309,2017-01-30,False,False,False
1862642319,2017-01-30,False,True,False
1862642330,2017-01-30,False,True,False
1862642347,2017-01-30,False,True,False
1862642363,2017-01-30,False,True,False
1862782539,2017-01-30,False,False,True
1862643259,2017-01-30,False,True,False
1862642539,2017-01-30,True,False,False
1862642367,2017-01-30,False,False,False
1862642394,2017-01-30,False,False,False
1862642386,2017-01-30,False,False,False
1862642385,2017-01-30,False,False,False
1862642500,2017-01-30,False,False,False
1862865713,2017-01-31,False,False,False
1862895840,2017-01-31,True,False,False
1862895837,2017-01-31,False,False,False
1862895834,2017-01-31,False,False,False
1862865593,2017-01-31,False,False,False
1862838004,2017-01-31,True,False,False
1862867238,2017-01-31,False,False,False
1862865514,2017-01-31,False,False,False
1862899051,2017-01-31,False,False,False
1862865756,2017-01-31,True,False,False
1862867201,2017-01-31,False,False,False
1862867237,2017-01-31,False,True,False
1862865873,2017-01-31,False,True,False
1862867248,2017-01-31,False,True,False
1862867273,2017-01-31,False,True,False
1862879035,2017-01-31,True,False,False
1862895833,2017-01-31,False,True,False
1862895836,2017-01-31,False,True,False
1862895839,2017-01-31,True,False,False
1862866148,2017-01-31,False,True,False
1863133181,2017-02-01,False,True,False
1863133173,2017-02-01,False,False,False
1863133172,2017-02-01,False,True,False
1863133168,2017-02-01,False,False,False
1863135939,2017-02-01,False,False,False
1863133165,2017-02-01,False,False,False
1863133149,2017-02-01,False,True,False
1863133142,2017-02-01,False,True,False
1863133184,2017-02-01,False,False,False
1863133167,2017-02-01,True,False,False
1863135952,2017-02-01,True,True,False
1863137188,2017-02-01,False,False,False
1863137252,2017-02-01,False,False,False
1863138456,2017-02-01,True,False,False
1863138452,2017-02-01,False,False,False
1863138409,2017-02-01,False,True,False
1863138406,2017-02-01,False,False,False
1863136121,2017-02-01,False,True,False
1863138330,2017-02-01,False,True,False
1863137349,2017-02-01,True,False,False
1863137306,2017-02-01,False,False,False
1863138332,2017-02-01,False,False,False
1863542312,2017-02-02,False,False,False
1863541818,2017-02-02,False,True,True
1863541806,2017-02-02,False,False,False
1863541522,2017-02-02,False,False,False
1863541184,2017-02-02,False,True,False
1863540728,2017-02-02,False,False,False
1863540761,2017-02-02,False,False,False
1863541830,2017-02-02,True,False,False
1863541827,2017-02-02,False,False,False
1863493708,2017-02-02,False,False,False
1864049089,2017-02-02,False,True,False
1863542356,2017-02-02,False,False,False
1863541838,2017-02-02,False,True,False
1863542416,2017-02-02,False,False,False
1863560182,2017-02-02,False,True,False
1863540780,2017-02-02,False,False,False
1863542352,2017-02-02,False,True,False
1863541863,2017-02-02,False,False,False
1863541864,2017-02-02,False,False,False
1863542270,2017-02-02,False,True,False
1863541834,2017-02-02,False,False,False
1864014194,2017-02-03,True,False,False
1864014195,2017-02-03,False,False,False
1864014185,2017-02-03,False,False,False
1864014161,2017-02-03,False,False,False
1864014908,2017-02-03,True,False,False
1864014909,2017-02-03,False,False,False
1864014906,2017-02-03,False,False,True
1864014907,2017-02-03,False,False,False
1864014910,2017-02-03,False,False,False
1864014197,2017-02-03,True,False,False
1864014919,2017-02-03,False,True,False
1864049056,2017-02-03,False,False,False
1864014942,2017-02-03,False,True,True
1864014941,2017-02-03,False,False,False
1864014928,2017-02-03,False,False,False
1864014913,2017-02-03,False,False,False
1864014933,2017-02-03,False,False,False
1864014930,2017-02-03,False,False,False
1864014935,2017-02-03,True,False,False
1864833951,2017-02-04,False,False,False
1864834555,2017-02-04,False,False,False
1864834558,2017-02-04,False,False,False
1864834557,2017-02-04,True,False,False
1864834556,2017-02-04,True,False,False
1864833581,2017-02-04,False,True,False
1864834554,2017-02-04,True,False,False
1864834400,2017-02-04,False,False,False
1864834600,2017-02-04,False,False,False
1864834598,2017-02-04,False,True,False
1864833948,2017-02-04,False,False,False
1864834602,2017-02-04,False,True,False
1864834609,2017-02-04,True,False,False
1864835905,2017-02-04,False,False,False
1864836059,2017-02-04,False,False,False
1865194054,2017-02-04,False,False,False
1865194067,2017-02-04,False,True,False
1865196026,2017-02-04,False,False,False
1864834604,2017-02-04,False,False,False
1865151604,2017-02-06,True,False,False
1865153082,2017-02-06,False,True,True
1865153142,2017-02-06,False,True,False
1865153800,2017-02-06,True,False,False
1865153179,2017-02-06,False,False,False
1865153192,2017-02-06,False,False,False
1865153791,2017-02-06,False,False,False
1865153070,2017-02-06,False,False,False
1865153187,2017-02-06,False,True,False
1865153793,2017-02-06,False,True,False
1865196714,2017-02-06,False,True,False
1865153811,2017-02-06,False,False,False
1865153814,2017-02-06,False,False,False
1865153821,2017-02-06,False,False,False
1865155203,2017-02-06,True,False,False
1865155205,2017-02-06,True,False,False
1865155209,2017-02-06,False,False,False
1865196635,2017-02-06,False,False,False
1865153812,2017-02-06,False,False,False
1865153076,2017-02-06,False,False,False
1865396441,2017-02-07,True,True,False
1865394280,2017-02-07,False,False,False
1865393618,2017-02-07,False,False,False
1865393619,2017-02-07,True,False,False
1865396409,2017-02-07,True,False,False
1865394289,2017-02-07,False,False,False
1865394305,2017-02-07,False,False,False
1865394346,2017-02-07,False,True,False
1865360437,2017-02-07,False,False,False
1865360439,2017-02-07,False,False,False
1865396431,2017-02-07,False,True,False
1865396802,2017-02-07,True,False,False
1865465371,2017-02-07,False,False,False
1865396442,2017-02-07,False,False,False
1865397545,2017-02-07,True,False,False
1865397519,2017-02-07,False,False,False
1865397491,2017-02-07,False,True,False
1865396698,2017-02-07,False,True,False
1865396843,2017-02-07,False,False,False
1865396842,2017-02-07,False,False,False
1865396722,2017-02-07,False,False,False
1865396884,2017-02-07,True,True,False
1865700682,2017-02-08,False,False,False
1865700689,2017-02-08,True,False,False
1865698405,2017-02-08,False,False,False
1865698418,2017-02-08,False,True,False
1865698999,2017-02-08,True,False,False
1865699109,2017-02-08,False,False,False
1865699152,2017-02-08,False,False,False
1865700685,2017-02-08,True,False,False
1865698408,2017-02-08,False,False,False
1865740266,2017-02-08,False,False,False
1865700693,2017-02-08,False,True,False
1865700709,2017-02-08,True,False,True
1865700713,2017-02-08,False,True,False
1865700714,2017-02-08,False,False,False
1865710658,2017-02-08,True,False,False
1865710659,2017-02-08,False,False,False
1865700707,2017-02-08,True,True,False
1865700686,2017-02-08,False,True,False
1866002776,2017-02-09,True,False,False
1866002934,2017-02-09,False,False,False
1866002949,2017-02-09,False,True,False
1866003646,2017-02-09,True,False,False
1866003653,2017-02-09,False,False,False
1866003680,2017-02-09,False,True,False
1866006743,2017-02-09,False,False,False
1866006764,2017-02-09,False,False,False
1866061819,2017-02-09,False,False,False
1866062114,2017-02-09,False,False,False
1866062116,2017-02-09,True,False,False
1866062120,2017-02-09,False,False,False
1866062123,2017-02-09,False,True,False
1866062126,2017-02-09,False,False,False
1866061818,2017-02-09,False,False,False
1866462271,2017-02-10,False,False,False
1866463365,2017-02-10,False,False,False
1866463247,2017-02-10,True,False,False
1866463213,2017-02-10,True,False,False
1866462544,2017-02-10,False,False,False
1866463137,2017-02-10,False,True,False
1866462557,2017-02-10,False,False,False
1866463925,2017-02-10,False,True,False
1866463379,2017-02-10,False,False,False
1866463015,2017-02-10,False,False,False
1866463932,2017-02-10,True,False,False
1867496536,2017-02-10,False,False,False
1866464002,2017-02-10,True,True,False
1866463997,2017-02-10,False,True,False
1866462553,2017-02-10,True,False,False
1866463966,2017-02-10,False,False,False
1866463949,2017-02-10,False,False,False
1866463943,2017-02-10,False,False,False
1866463986,2017-02-10,True,False,False
1867105536,2017-02-11,True,False,False
1867108817,2017-02-11,False,False,False
1867108856,2017-02-11,False,False,False
1867108842,2017-02-11,False,False,False
1867108818,2017-02-11,False,True,False
1867108875,2017-02-11,False,False,False
1867105589,2017-02-11,False,False,False
1867105490,2017-02-11,False,False,False
1867105485,2017-02-11,False,False,False
1867111058,2017-02-11,False,True,False
1867108880,2017-02-11,False,False,False
1867108925,2017-02-11,False,False,False
1867108932,2017-02-11,False,False,False
1867111060,2017-02-11,True,False,False
1867111069,2017-02-11,False,False,False
1867389504,2017-02-11,True,True,False
1867108888,2017-02-11,False,False,False
1867108864,2017-02-11,False,False,False
1867453292,2017-02-13,False,False,False
1867453295,2017-02-13,False,False,False
1867453350,2017-02-13,False,False,False
1867454570,2017-02-13,False,False,False
1867382234,2017-02-13,True,True,False
1867454582,2017-02-13,True,True,True
1867454578,2017-02-13,False,True,False
1867454579,2017-02-13,False,False,False
1867454572,2017-02-13,True,False,False
1867454575,2017-02-13,False,False,False
1867454585,2017-02-13,True,True,True
1867498960,2017-02-13,True,True,False
1867498968,2017-02-13,False,False,False
1867454593,2017-02-13,False,True,True
1867454583,2017-02-13,False,False,False
1867454935,2017-02-13,True,True,True
1867454601,2017-02-13,False,False,False
1867498962,2017-02-13,True,False,False
1867454598,2017-02-13,False,False,False
1867454597,2017-02-13,False,False,False
1867454596,2017-02-13,False,True,False
1867454592,2017-02-13,False,False,False
1867454600,2017-02-13,False,False,False
1867817225,2017-02-14,False,False,False
1867818203,2017-02-14,False,False,False
1867811251,2017-02-14,False,False,False
1867811274,2017-02-14,False,False,False
1867811277,2017-02-14,False,False,False
1867817082,2017-02-14,False,False,False
1867817099,2017-02-14,True,False,False
1867817217,2017-02-14,False,True,True
1867817235,2017-02-14,False,False,False
1867821253,2017-02-14,True,True,False
1867818222,2017-02-14,False,False,False
1867818205,2017-02-14,False,False,False
1867818217,2017-02-14,False,True,False
1867818227,2017-02-14,True,False,False
1867818233,2017-02-14,False,False,False
1867818239,2017-02-14,False,True,False
1867818247,2017-02-14,False,True,False
1867818175,2017-02-14,True,False,False
1867889371,2017-02-14,False,False,False
1868202278,2017-02-15,False,False,False
1868202313,2017-02-15,True,False,False
1868202363,2017-02-15,False,False,False
1868286790,2017-02-15,False,False,False
1868202436,2017-02-15,False,False,False
1868203460,2017-02-15,False,False,False
1868202232,2017-02-15,False,False,False
1868200471,2017-02-15,True,True,False
1868202401,2017-02-15,False,False,False
1868200543,2017-02-15,True,False,False
1868202275,2017-02-15,False,False,False
1868197867,2017-02-15,True,False,False
1868168855,2017-02-15,False,False,False
1868159730,2017-02-15,False,True,False
1868168847,2017-02-15,False,False,False
1868168851,2017-02-15,True,False,False
1868156755,2017-02-15,False,False,False
1868178133,2017-02-15,False,False,False
1868189312,2017-02-15,False,False,False
1868197859,2017-02-15,False,True,False
1868202229,2017-02-15,True,True,True
1868516975,2017-02-16,True,False,False
1868517471,2017-02-16,True,False,False
1868518372,2017-02-16,True,False,False
1868518388,2017-02-16,False,False,False
1868519702,2017-02-16,False,False,False
1868520867,2017-02-16,True,False,False
1868519764,2017-02-16,False,False,False
1868520877,2017-02-16,True,False,False
1868520831,2017-02-16,False,False,False
1868519728,2017-02-16,False,False,False
1868520885,2017-02-16,True,False,False
1868516973,2017-02-16,False,False,False
1868520884,2017-02-16,False,False,False
1868520818,2017-02-16,False,False,False
1868520933,2017-02-16,False,True,False
1868520823,2017-02-16,False,False,False
1868520941,2017-02-16,True,False,False
1868520943,2017-02-16,True,False,False
1868520946,2017-02-16,False,False,False
1868520947,2017-02-16,True,False,False
1868520939,2017-02-16,True,True,False
1868523269,2017-02-16,False,False,False
1868523302,2017-02-16,True,False,False
1868524255,2017-02-16,False,False,False
1868520937,2017-02-16,False,True,False
1868520949,2017-02-16,False,False,False
1868524305,2017-02-16,False,False,False
1868929457,2017-02-17,True,False,False
1868929406,2017-02-17,True,False,False
1868929405,2017-02-17,False,False,False
1868929401,2017-02-17,False,False,False
1868927308,2017-02-17,False,False,False
1868928205,2017-02-17,True,False,False
1868927295,2017-02-17,False,False,False
1868932107,2017-02-17,False,False,False
1868929472,2017-02-17,True,False,False
1868929346,2017-02-17,False,False,False
1868929542,2017-02-17,True,False,False
1868929453,2017-02-17,False,False,False
1868932108,2017-02-17,True,False,False
1868932109,2017-02-17,True,False,False
1868932110,2017-02-17,False,False,False
